id,target_name,drugbank_id,category,organism,known_action,actions,pubmed_id,uniprot_id
BE0001004,Solute carrier organic anion transporter family member 1B1,DB12597,transporter,Humans,no,substrate|inhibitor,,P08183
BE0003659,Solute carrier organic anion transporter family member 1B3,DB12597,transporter,Humans,unknown,inhibitor,,Q9Y6L6
BE0003648,Solute carrier family 22 member 1,DB12597,transporter,Humans,no,inhibitor,,Q9NPD5
BE0000048,Prothrombin,DB12597,transporter,Humans,no,inhibitor,,O15245
BE0000216,Coagulation factor X,DB12598,target,Humans,yes,inhibitor,2427760,P00734
BE0004672,Coagulation factor XII,DB12598,target,Humans,yes,inhibitor,22251267,P00742
BE0001739,Trypsin-1,DB12598,target,Humans,yes,inhibitor,22251267,P00748
BE0001091,Kallikrein-1,DB12598,target,Humans,yes,inhibitor,10899355,P07477
BE0001085,Intercellular adhesion molecule 1,DB12598,target,Humans,yes,inhibitor,2427760,P06870
BE0003648,Solute carrier family 22 member 1,DB12598,target,Humans,unknown,inhibitor,25954127,P05362
BE0003647,Solute carrier family 22 member 2,DB12598,transporter,Humans,unknown,substrate,14705184,O15245
BE0000950,Bifunctional epoxide hydrolase 2,DB12598,transporter,Humans,unknown,substrate,14705184,O15244
BE0003382,Serine/threonine-protein kinase Chk1,DB12610,target,Humans,unknown,inhibitor,23219563,P34913
BE0008652,Sphingosine 1-phosphate receptor 1,DB12611,target,Humans,unknown,inhibitor,32610557,O14757
BE0002432,Sphingosine 1-phosphate receptor 5,DB12612,target,Humans,yes,agonist,31492652,P21453
BE0000600,Fatty aldehyde dehydrogenase,DB12612,target,Humans,yes,agonist,31492652,Q9H228
BE0000009,Alcohol dehydrogenase class-3,DB12612,enzyme,Humans,no,substrate,28783871,P51648
BE0003607,Arylamine N-acetyltransferase 2,DB12612,enzyme,Humans,no,substrate,28783871,P11766
BE0002887,Cytochrome P450 2C8,DB12612,enzyme,Humans,unknown,substrate,,P11245
BE0002196,Amine oxidase [flavin-containing] B,DB12612,enzyme,Humans,unknown,substrate,,P10632
BE0000126,Aldo-keto reductase family 1 member C1,DB12612,enzyme,Humans,unknown,substrate,,P27338
BE0000622,Aldo-keto reductase family 1 member C2,DB12612,enzyme,Humans,unknown,substrate,,Q04828
BE0002638,Cytochrome P450 3A4,DB12612,enzyme,Humans,unknown,substrate,,P52895
BE0002196,Amine oxidase [flavin-containing] B,DB12612,enzyme,Humans,unknown,substrate,,P08684
BE0001067,ATP-binding cassette sub-family G member 2,DB12612,transporter,Humans,unknown,inhibitor,,P27338
BE0001032,P-glycoprotein 1,DB12612,transporter,Humans,unknown,substrate,,Q9UNQ0
BE0009558,30S ribosomal protein S11,DB12612,transporter,Humans,unknown,substrate,28783871,P08183
BE0003708,30S ribosomal protein S14,DB12615,target,Enterobacteriaceae bacterium (strain FGI 57),yes,inhibitor,29091226,L0LZJ6
BE0003657,Multidrug and toxin extrusion protein 1,DB12615,target,Escherichia coli (strain K12),unknown,inhibitor,,P0AG59
BE0004752,Multidrug and toxin extrusion protein 2,DB12615,transporter,Humans,unknown,inhibitor,,Q96FL8
BE0000394,Neutrophil elastase,DB12615,transporter,Humans,unknown,inhibitor,,Q86VL8
BE0002638,Cytochrome P450 3A4,DB12622,target,Humans,unknown,inhibitor,12391559,P08246
BE0000794,Glucocorticoid receptor,DB12629,enzyme,Humans,no,substrate,25266247,P08684
BE0005510,Probable G-protein coupled receptor 133,DB12637,target,Humans,unknown,,15705660,P04150
BE0008667,Histone deacetylase,DB12637,target,Humans,unknown,,15811074,Q6QNK2
BE0000215,Peroxisome proliferator-activated receptor gamma,DB12651,target,Humans,unknown,,,Q14790
BE0000420,Delta-type opioid receptor,DB12662,target,Humans,unknown,,,P37231
BE0000770,Mu-type opioid receptor,DB12668,target,Humans,unknown,agonist,24856378,P41143
BE0009992,Carboxypeptidase A6,DB12668,target,Humans,unknown,agonist,24856378,P35372
BE0000013,Adenosine receptor A1,DB12668,enzyme,Humans,unknown,substrate,18178555,Q8N4T0
BE0004796,DNA,DB12670,target,Humans,unknown,,,P30542
BE0000530,Serum albumin,DB12674,enzyme,Humans,unknown,substrate,,P08684
BE0000925,Alpha-1-acid glycoprotein 1,DB12674,carrier,Humans,unknown,binder,,P02768
BE0001032,P-glycoprotein 1,DB12674,carrier,Humans,unknown,binder,,P02763
BE0001004,Solute carrier organic anion transporter family member 1B1,DB12674,transporter,Humans,unknown,substrate|inhibitor,,P08183
BE0003659,Solute carrier organic anion transporter family member 1B3,DB12674,transporter,Humans,unknown,inhibitor,,Q9Y6L6
BE0003648,Solute carrier family 22 member 1,DB12674,transporter,Humans,unknown,inhibitor,,Q9NPD5
BE0000183,B-cell receptor CD22,DB12674,transporter,Humans,unknown,inhibitor,,O15245
BE0004281,Elongation factor 2,DB12688,target,Humans,yes,binder|antibody|regulator,22355051,P20273
BE0000451,5-hydroxytryptamine receptor 2A,DB12688,target,Humans,yes,inactivator,22069564,P13639
BE0002363,Cytochrome P450 2D6,DB12693,target,Humans,unknown,inverse agonist,17031071,P28223
BE0005076,"Actin, aortic smooth muscle",DB12693,enzyme,Humans,no,inhibitor,8477556,P10635
BE0004966,"Actin, cytoplasmic 1",DB12695,target,Humans,unknown,,21838287,P62736
BE0003841,"ATP synthase subunit beta, mitochondrial",DB12695,target,Humans,unknown,,21838287,P60709
BE0009021,"ATP synthase subunit e, mitochondrial",DB12695,target,Humans,unknown,,21838287,P06576
BE0009022,"ATP synthase subunit g, mitochondrial",DB12695,target,Humans,unknown,,21838287,P56385
BE0004474,Cytochrome b5 type B,DB12695,target,Humans,unknown,,21838287,O75964
BE0009023,"Diablo homolog, mitochondrial",DB12695,target,Humans,unknown,,21838287,O43169
BE0009024,F-box only protein 41,DB12695,target,Humans,unknown,,21838287,Q9NR28
BE0009025,Heterogeneous nuclear ribonucleoprotein F,DB12695,target,Humans,unknown,,21838287,Q8TF61
BE0009026,Heterogeneous nuclear ribonucleoprotein K,DB12695,target,Humans,unknown,,21838287,P52597
BE0009027,Heat shock 70 kDa protein 4,DB12695,target,Humans,unknown,,21838287,P61978
BE0003432,Heat shock protein beta-1,DB12695,target,Humans,unknown,,21838287,P34932
BE0009028,"10 kDa heat shock protein, mitochondrial",DB12695,target,Humans,unknown,,21838287,P04792
BE0009029,Heat shock protein 105 kDa,DB12695,target,Humans,unknown,,21838287,P61604
BE0000503,NADH-ubiquinone oxidoreductase chain 1,DB12695,target,Humans,unknown,,21838287,Q92598
BE0009030,Nuclear migration protein nudC,DB12695,target,Humans,unknown,,21838287,P03886
BE0009031,Pappalysin-1,DB12695,target,Humans,unknown,,21838287,Q9Y266
BE0003912,Proteasome subunit alpha type-3,DB12695,target,Humans,unknown,,21838287,Q13219
BE0009032,26S protease regulatory subunit 6A,DB12695,target,Humans,unknown,,21838287,P25788
BE0008978,Ran-specific GTPase-activating protein,DB12695,target,Humans,unknown,,21838287,P17980
BE0009033,Protein S100-A10,DB12695,target,Humans,unknown,,21838287,P43487
BE0009034,Splicing factor 3A subunit 3,DB12695,target,Humans,unknown,,21838287,P60903
BE0009035,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,DB12695,target,Humans,unknown,,21838287,Q12874
BE0000355,"Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial",DB12695,target,Humans,unknown,,21838287,Q969G3
BE0009036,Tumor protein D54,DB12695,target,Humans,unknown,,21838287,Q96I99
BE0009037,Tropomyosin alpha-1 chain,DB12695,target,Humans,unknown,,21838287,O43399
BE0009038,Tropomyosin alpha-3 chain,DB12695,target,Humans,unknown,,21838287,P09493
BE0009039,Tropomyosin alpha-4 chain,DB12695,target,Humans,unknown,,21838287,P06753
BE0001340,Tubulin alpha-1A chain,DB12695,target,Humans,unknown,,21838287,P67936
BE0001425,Tubulin alpha-3C/D chain,DB12695,target,Humans,unknown,,21838287,Q71U36
BE0001391,Tubulin alpha-4A chain,DB12695,target,Humans,unknown,,21838287,Q13748
BE0000026,Tubulin beta-1 chain,DB12695,target,Humans,unknown,,21838287,P68366
BE0003400,Tubulin beta-2A chain,DB12695,target,Humans,unknown,,21838287,Q9H4B7
BE0001415,Tubulin beta-3 chain,DB12695,target,Humans,unknown,,21838287,Q13885
BE0001367,Tubulin beta-4B chain,DB12695,target,Humans,unknown,,21838287,Q13509
BE0004965,Thioredoxin,DB12695,target,Humans,unknown,,21838287,P68371
BE0005767,Ubiquitin carboxyl-terminal hydrolase isozyme L1,DB12695,target,Humans,unknown,,21838287,P10599
BE0009040,Ubiquitin carboxyl-terminal hydrolase 14,DB12695,target,Humans,unknown,,21838287,P09936
BE0004572,Transitional endoplasmic reticulum ATPase,DB12695,target,Humans,unknown,,21838287,P54578
BE0004469,Vimentin,DB12695,target,Humans,unknown,,21838287,P55072
BE0008974,14-3-3 protein beta/alpha,DB12695,target,Humans,unknown,,21838287,P08670
BE0004570,14-3-3 protein epsilon,DB12695,target,Humans,unknown,,21838287,P31946
BE0009041,14-3-3 protein eta,DB12695,target,Humans,unknown,,21838287,P62258
BE0009042,14-3-3 protein theta,DB12695,target,Humans,unknown,,21838287,Q04917
BE0001174,14-3-3 protein zeta/delta,DB12695,target,Humans,unknown,,21838287,P27348
BE0000911,C-C chemokine receptor type 5,DB12695,target,Humans,unknown,,21838287,P63104
BE0000919,C-X-C chemokine receptor type 4,DB12698,target,Humans,unknown,antagonist,,P51681
BE0003488,T-cell surface glycoprotein CD4,DB12698,target,Humans,unknown,antagonist,,P61073
BE0000084,5-hydroxytryptamine receptor 4,DB12698,target,Humans,unknown,antagonist,,P01730
BE0001162,Caspase-3,DB12702,target,Humans,unknown,,,Q13639
BE0000703,Bile salt export pump,DB12709,target,Humans,unknown,activator,11485828,P42574
BE0004753,Sodium/glucose cotransporter 2,DB12712,transporter,Humans,no,substrate,24014644,O95342
BE0004754,Sodium/glucose cotransporter 1,DB12713,target,Humans,yes,inhibitor,,P31639
BE0003538,UDP-glucuronosyltransferase 1-9,DB12713,target,Humans,yes,inhibitor,,P13866
BE0003541,UDP-glucuronosyltransferase 1-1,DB12713,enzyme,Humans,no,substrate,,O60656
BE0003679,UDP-glucuronosyltransferase 2B7,DB12713,enzyme,Humans,no,substrate,,P22309
BE0002638,Cytochrome P450 3A4,DB12713,enzyme,Humans,no,substrate,,P16662
BE0002363,Cytochrome P450 2D6,DB12713,enzyme,Humans,no,substrate|inhibitor|inducer,,P08684
BE0001032,P-glycoprotein 1,DB12713,enzyme,Humans,no,inhibitor,,P10635
BE0001067,ATP-binding cassette sub-family G member 2,DB12713,transporter,Humans,no,inhibitor,,P08183
BE0001004,Solute carrier organic anion transporter family member 1B1,DB12713,transporter,Humans,no,inhibitor,,Q9UNQ0
BE0003659,Solute carrier organic anion transporter family member 1B3,DB12713,transporter,Humans,no,inhibitor,,Q9Y6L6
BE0001069,Canalicular multispecific organic anion transporter 1,DB12713,transporter,Humans,no,inhibitor,,Q9NPD5
BE0000919,C-X-C chemokine receptor type 4,DB12713,transporter,Humans,no,inhibitor,,Q92887
BE0002413,Nicotinamide phosphoribosyltransferase,DB12715,target,Humans,unknown,antagonist|partial antagonist,22485156,P61073
BE0001192,Metabotropic glutamate receptor 5,DB12731,target,Humans,unknown,inhibitor,10592235,P43490
BE0002437,Carbonic anhydrase 9,DB12733,target,Humans,unknown,,,P41594
BE0000453,Mast/stem cell growth factor receptor Kit,DB12741,target,Humans,yes,inhibitor,29909747,Q16790
BE0000915,Hepatocyte growth factor receptor,DB12742,target,Humans,unknown,,17325667,P10721
BE0002411,Proto-oncogene tyrosine-protein kinase receptor Ret,DB12742,target,Humans,unknown,,,P08581
BE0000852,Platelet-derived growth factor receptor alpha,DB12742,target,Humans,unknown,,,P07949
BE0000147,Receptor-type tyrosine-protein kinase FLT3,DB12742,target,Humans,unknown,,,P16234
BE0002412,DNA repair protein RAD51 homolog 1,DB12742,target,Humans,unknown,,,P36888
BE0002449,Telomerase reverse transcriptase,DB12742,target,Humans,unknown,,,Q06609
BE0002363,Cytochrome P450 2D6,DB12747,target,Humans,unknown,,17258078,O14746
BE0004136,Reverse transcriptase/RNaseH,DB12752,enzyme,Humans,no,substrate,17125412,P10635
BE0003404,Aurora kinase B,DB12753,target,Human immunodeficiency virus 1,unknown,inhibitor,15934866,Q72547
BE0010137,Apoptosis regulator BAX,DB12756,target,Humans,yes,inhibitor,28179288,Q96GD4
BE0010025,Sphingosine kinase 2,DB12756,target,Humans,unknown,activator,28179288,Q07812
BE0002010,Dihydrofolate reductase,DB12764,target,Humans,yes,inhibitor,,Q9NRA0
BE0003450,Interferon alpha-2,DB12769,target,Escherichia coli (strain K12),unknown,,17139284,P0ABQ4
BE0002638,Cytochrome P450 3A4,DB12773,target,Humans,unknown,,,P01563
BE0002887,Cytochrome P450 2C8,DB12781,enzyme,Humans,no,substrate,15900286,P08684
BE0002151,Aromatic-L-amino-acid decarboxylase,DB12781,enzyme,Humans,no,substrate|inhibitor,15900286,P10632
BE0003561,Prostaglandin D2 receptor 2,DB12783,target,Humans,yes,inhibitor,,P20711
BE0001032,P-glycoprotein 1,DB12789,target,Humans,unknown,agonist,9579725,Q9Y5Y4
BE0000144,Retinoic acid receptor gamma,DB12799,transporter,Humans,unknown,inhibitor,19647170,P08183
BE0000206,Retinoic acid receptor beta,DB12808,target,Humans,yes,agonist,29974453,P13631
BE0000663,Retinoic acid receptor alpha,DB12808,target,Humans,unknown,agonist,29974453,P10826
BE0002793,Cytochrome P450 2C9,DB12808,target,Humans,unknown,agonist,29974453,P10276
BE0002638,Cytochrome P450 3A4,DB12808,enzyme,Humans,unknown,substrate,,P11712
BE0002887,Cytochrome P450 2C8,DB12808,enzyme,Humans,unknown,substrate,,P08684
BE0003549,Cytochrome P450 2B6,DB12808,enzyme,Humans,unknown,substrate,,P10632
BE0002433,Cytochrome P450 1A2,DB12808,enzyme,Humans,unknown,substrate,,P20813
BE0000426,Acetylcholinesterase,DB12814,enzyme,Humans,unknown,inhibitor,9064483,P05177
BE0000246,Apoptosis regulator Bcl-2,DB12816,target,Humans,unknown,inhibitor,19358605,P22303
BE0001156,E3 ubiquitin-protein ligase XIAP,DB12816,target,Humans,unknown,regulator,21760828,P10415
BE0009545,Intestinal-type alkaline phosphatase,DB12816,target,Humans,unknown,downregulator,21760828,P98170
BE0004903,Nuclear factor NF-kappa-B,DB12816,target,Humans,unknown,downregulator,21760828,P09923
BE0009718,50S ribosomal protein L22,DB12816,enzyme,Humans,no,substrate,22054099,P11509
BE0002638,Cytochrome P450 3A4,DB12825,target,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),yes,binder,30019769,P61182
BE0001032,P-glycoprotein 1,DB12825,enzyme,Humans,unknown,substrate,30019769,P08684
BE0002440,Plasma kallikrein,DB12825,transporter,Humans,unknown,substrate,,P08183
BE0000048,Prothrombin,DB12831,target,Humans,yes,inhibitor,143965,P03952
BE0000211,Plasminogen,DB12831,target,Humans,yes,inhibitor,143965,P00734
BE0001739,Trypsin-1,DB12831,target,Humans,yes,inhibitor,143965,P00747
BE0001529,Complement C1s subcomponent,DB12831,enzyme,Humans,no,inhibitor,143965,P07477
BE0002093,Complement C1r subcomponent,DB12831,enzyme,Humans,no,inhibitor,143965,P09871
BE0002638,Cytochrome P450 3A4,DB12831,enzyme,Humans,no,inhibitor,143965,P00736
BE0002362,Cytochrome P450 3A5,DB12834,enzyme,Humans,unknown,substrate|inhibitor,32776491,P08684
BE0003536,Cytochrome P450 2C19,DB12834,enzyme,Humans,unknown,substrate,32776491,P20815
BE0003522,Prostaglandin E2 receptor EP4 subtype,DB12834,enzyme,Humans,unknown,inhibitor,32776491,P33261
BE0000530,Serum albumin,DB12836,target,Humans,yes,antagonist,29067176,P35408
BE0001032,P-glycoprotein 1,DB12836,carrier,Humans,no,substrate,,P02768
BE0000058,Matrix metalloproteinase-9,DB12836,transporter,Humans,no,substrate,,P08183
BE0000642,72 kDa type IV collagenase,DB12843,target,Humans,unknown,inhibitor|downregulator,26444270,P14780
BE0000246,Apoptosis regulator Bcl-2,DB12843,target,Humans,unknown,inhibitor|downregulator,26444270,P08253
BE0001094,Beta-nerve growth factor,DB12843,target,Humans,unknown,downregulator,27886059,P10415
BE0001162,Caspase-3,DB12843,target,Humans,unknown,inhibitor,16331685,P01138
BE0003460,Caspase-8,DB12843,target,Humans,unknown,regulator,27886059,P42574
BE0004549,Ephrin type-B receptor 2,DB12843,target,Humans,unknown,regulator,27886059,Q14790
BE0000961,Interleukin-8,DB12843,target,Humans,unknown,activator,31900072,P29323
BE0004898,Nuclear factor kappa-light-chain-enhancer of activated B cells,DB12843,target,Humans,unknown,inhibitor,16331685,P10145
BE0002386,Serine/threonine-protein kinase mTOR,DB12843,target,Humans,unknown,inhibitor,16331685,P01133
BE0003459,Mesothelin,DB12843,target,Humans,unknown,downregulator,32452588,P42345
BE0008667,Histone deacetylase,DB12845,target,Humans,unknown,,,Q13421
BE0004136,Reverse transcriptase/RNaseH,DB12852,target,Humans,unknown,inhibitor,29438372,Q96BI3
BE0000509,Extracellular calcium-sensing receptor,DB12855,target,Human immunodeficiency virus 1,unknown,inhibitor,19737995,Q72547
BE0003645,Solute carrier family 22 member 8,DB12865,target,Humans,yes,agonist,24235081,P41180
BE0000016,Coagulation factor VIII,DB12866,transporter,Humans,unknown,inhibitor,29109021,Q8TCC7
BE0000025,Collagen alpha-1(I) chain,DB12872,target,Humans,yes,stabilization,28379876,P00451
BE0009336,A disintegrin and metalloproteinase with thrombospondin motifs 13,DB12872,target,Humans,yes,binder,28379876,P02452
BE0000147,Receptor-type tyrosine-protein kinase FLT3,DB12872,enzyme,Humans,no,substrate,18263586,Q76LX8
BE0009562,Histone-lysine N-methyltransferase EZH2,DB12874,target,Humans,unknown,,,P36888
BE0009849,Histone-lysine N-methyltransferase EZH1,DB12887,target,Humans,yes,inhibitor,,Q15910
BE0004866,Cytochrome P450 3A Subfamily,DB12887,target,Humans,unknown,inhibitor,,Q92800
BE0001032,P-glycoprotein 1,DB12887,enzyme,Humans,unknown,substrate,29650362,P08684
BE0003657,Multidrug and toxin extrusion protein 1,DB12887,transporter,Humans,unknown,substrate,25868794,P08183
BE0004752,Multidrug and toxin extrusion protein 2,DB12887,transporter,Humans,unknown,inhibitor,,Q96FL8
BE0001067,ATP-binding cassette sub-family G member 2,DB12887,transporter,Humans,unknown,inhibitor,,Q86VL8
BE0000020,Dopamine D1 receptor,DB12887,transporter,Humans,unknown,substrate,25868794,Q9UNQ0
BE0009918,Tumor-associated calcium signal transducer 2,DB12890,target,Humans,unknown,,15985612,P21728
BE0000971,DNA topoisomerase 1,DB12893,target,Humans,yes,antibody,21372224,P09758
BE0003422,Far upstream element-binding protein 1,DB12893,target,Humans,yes,inhibitor,31415916,P11387
BE0003541,UDP-glucuronosyltransferase 1-1,DB12893,target,Humans,unknown,inhibitor,29031818,Q96AE4
BE0005863,Interleukin-17A,DB12893,enzyme,Humans,no,substrate,,P22309
BE0010184,Interleukin-17F,DB12917,target,Humans,yes,antibody,,Q16552
BE0002638,Cytochrome P450 3A4,DB12917,target,Humans,yes,antibody,,Q96PD4
BE0001032,P-glycoprotein 1,DB12923,enzyme,Humans,no,substrate,22039822,P08684
BE0000366,DNA gyrase subunit A,DB12923,transporter,Humans,unknown,inhibitor,25685543,P08183
BE0000798,DNA topoisomerase 4 subunit A,DB12924,target,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),yes,inhibitor,,P43700
BE0000132,Androgen receptor,DB12924,target,Escherichia coli (strain K12),yes,inhibitor,,P0AFI2
BE0000557,Progesterone receptor,DB12941,target,Humans,yes,antagonist,31571095,P10275
BE0002638,Cytochrome P450 3A4,DB12941,target,Humans,unknown,antagonist,,P06401
BE0003538,UDP-glucuronosyltransferase 1-9,DB12941,enzyme,Humans,unknown,substrate,31571146,P08684
BE0000530,Serum albumin,DB12941,enzyme,Humans,unknown,,,O60656
BE0001067,ATP-binding cassette sub-family G member 2,DB12941,carrier,Humans,unknown,binder,,P02768
BE0001032,P-glycoprotein 1,DB12941,transporter,Humans,unknown,substrate|inhibitor,31571095,Q9UNQ0
BE0001004,Solute carrier organic anion transporter family member 1B1,DB12941,transporter,Humans,unknown,substrate,31571095,P08183
BE0003659,Solute carrier organic anion transporter family member 1B3,DB12941,transporter,Humans,unknown,inhibitor,31571146,Q9Y6L6
BE0002433,Cytochrome P450 1A2,DB12941,transporter,Humans,unknown,inhibitor,31571146,Q9NPD5
BE0002638,Cytochrome P450 3A4,DB12945,enzyme,Humans,unknown,substrate|inhibitor,9531521,P05177
BE0000911,C-C chemokine receptor type 5,DB12952,enzyme,Humans,no,substrate,15647408,P08684
BE0003490,Leukotriene B4 receptor 1,DB12960,target,Humans,unknown,,,P51681
