id,target_name,category,organism,known_action,actions,pubmed_id,uniprot_id,datasource
BE0009588,Protein kinase C gamma type (PRKCG),target,Humans,unknown,inhibitor,26516587,Q02156,drugbank
BE0003889,Protein kinase C iota type,target,Humans,unknown,inhibitor,26516587,P05129,drugbank
BE0001385,Protein kinase C theta type,target,Humans,unknown,inhibitor,26516587,P41743,drugbank
BE0009525,Serine/threonine-protein kinase D1,target,Humans,unknown,inhibitor,26516587,Q04759,drugbank
BE0009526,cGMP-dependent protein kinase 2,target,Humans,unknown,inhibitor,26516587,Q15139,drugbank
BE0009527,Serine/threonine-protein kinase PRP4 homolog,target,Humans,unknown,inhibitor,26516587,Q13237,drugbank
BE0003090,Focal adhesion kinase 1,target,Humans,unknown,inhibitor,26516587,Q13523,drugbank
BE0000871,Protein-tyrosine kinase 2-beta,target,Humans,unknown,inhibitor,26516587,Q05397,drugbank
BE0004731,Protein-tyrosine kinase 6,target,Humans,unknown,inhibitor,26516587,Q14289,drugbank
BE0000036,RAF proto-oncogene serine/threonine-protein kinase,target,Humans,unknown,inhibitor,26516587,Q13882,drugbank
BE0002411,Proto-oncogene tyrosine-protein kinase receptor Ret,target,Humans,unknown,inhibitor,26516587,P04049,drugbank
BE0009528,Serine/threonine-protein kinase RIO1,target,Humans,unknown,inhibitor,26516587,P07949,drugbank
BE0009529,Serine/threonine-protein kinase RIO2,target,Humans,unknown,inhibitor,26516587,Q9BRS2,drugbank
BE0009530,Serine/threonine-protein kinase RIO3,target,Humans,unknown,inhibitor,26516587,Q9BVS4,drugbank
BE0009531,Receptor-interacting serine/threonine-protein kinase 1,target,Humans,unknown,inhibitor,26516587,O14730,drugbank
BE0009532,Receptor-interacting serine/threonine-protein kinase 2,target,Humans,unknown,inhibitor,26516587,Q13546,drugbank
BE0009533,Receptor-interacting serine/threonine-protein kinase 4,target,Humans,unknown,inhibitor,26516587,O43353,drugbank
BE0004191,Rho-associated protein kinase 2,target,Humans,unknown,inhibitor,26516587,P57078,drugbank
BE0009534,Proto-oncogene tyrosine-protein kinase ROS,target,Humans,unknown,inhibitor,26516587,O75116,drugbank
BE0004274,Ribosomal protein S6 kinase alpha-1,target,Humans,unknown,inhibitor,26516587,P08922,drugbank
BE0004876,Ribosomal protein S6 kinase alpha-3,target,Humans,unknown,inhibitor,26516587,Q15418,drugbank
BE0009535,Serine/threonine-protein kinase SBK1,target,Humans,unknown,inhibitor,26516587,P51812,drugbank
BE0009536,Uncharacterized serine/threonine-protein kinase SBK3,target,Humans,unknown,inhibitor,26516587,Q52WX2,drugbank
BE0009537,Serine/threonine-protein kinase Sgk3,target,Humans,unknown,inhibitor,26516587,P0C264,drugbank
BE0004757,Serine/threonine-protein kinase SIK1,target,Humans,unknown,inhibitor,26516587,Q96BR1,drugbank
BE0009538,Serine/threonine-protein kinase SIK2,target,Humans,unknown,inhibitor,26516587,P57059,drugbank
BE0004041,STE20-like serine/threonine-protein kinase,target,Humans,unknown,inhibitor,26516587,Q9H0K1,drugbank
BE0009539,SNF-related serine/threonine-protein kinase,target,Humans,unknown,inhibitor,26516587,Q9H2G2,drugbank
BE0000838,Proto-oncogene tyrosine-protein kinase Src,target,Humans,unknown,inhibitor,26516587,Q9NRH2,drugbank
BE0009540,Tyrosine-protein kinase Srms,target,Humans,unknown,inhibitor,26516587,P12931,drugbank
BE0009541,Serine/threonine-protein kinase 10,target,Humans,unknown,inhibitor,26516587,Q9H3Y6,drugbank
BE0009542,Serine/threonine-protein kinase 16,target,Humans,unknown,inhibitor,26516587,O94804,drugbank
BE0009543,Serine/threonine-protein kinase 17A,target,Humans,unknown,inhibitor,26516587,O75716,drugbank
BE0004328,Serine/threonine-protein kinase 17B,target,Humans,unknown,inhibitor,26516587,Q9UEE5,drugbank
BE0009544,Serine/threonine-protein kinase 32A,target,Humans,unknown,inhibitor,26516587,O94768,drugbank
BE0002638,Cytochrome P450 3A4,target,Humans,unknown,inhibitor,26516587,Q8WU08,drugbank
BE0003538,UDP-glucuronosyltransferase 1-9,enzyme,Humans,unknown,substrate|inhibitor,,P08684,drugbank
BE0001067,ATP-binding cassette sub-family G member 2,enzyme,Humans,unknown,substrate,,O60656,drugbank
BE0002369,ATP-binding cassette sub-family B member 5,transporter,Humans,no,inhibitor,,Q9UNQ0,drugbank
BE0002379,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",transporter,Humans,no,substrate,,Q2M3G0,drugbank
BE0002638,Cytochrome P450 3A4,target,Humans,yes,inhibitor,28852212,P42336,drugbank
BE0002793,Cytochrome P450 2C9,enzyme,Humans,unknown,substrate,28566285,P08684,drugbank
BE0002887,Cytochrome P450 2C8,enzyme,Humans,unknown,inducer,28537878,P11712,drugbank
BE0003536,Cytochrome P450 2C19,enzyme,Humans,unknown,inhibitor,,P10632,drugbank
BE0001067,ATP-binding cassette sub-family G member 2,enzyme,Humans,unknown,inhibitor,,P33261,drugbank
BE0001032,P-glycoprotein 1,transporter,Humans,unknown,substrate,,Q9UNQ0,drugbank
BE0008652,Sphingosine 1-phosphate receptor 1,transporter,Humans,unknown,inhibitor,,P08183,drugbank
BE0003683,Cytochrome P450 2J2,target,Humans,yes,agonist|modulator|regulator,24362488,P21453,drugbank
BE0002638,Cytochrome P450 3A4,enzyme,Humans,unknown,substrate,,P51589,drugbank
BE0002362,Cytochrome P450 3A5,enzyme,Humans,unknown,substrate,,P08684,drugbank
BE0010048,Cytochrome P450 4F3,enzyme,Humans,unknown,substrate,,P20815,drugbank
BE0004729,Cytochrome P450 4F12,enzyme,Humans,unknown,substrate,,Q08477,drugbank
BE0003541,UDP-glucuronosyltransferase 1-1,enzyme,Humans,unknown,substrate,,Q9HCS2,drugbank
BE0003679,UDP-glucuronosyltransferase 2B7,enzyme,Humans,unknown,substrate,,P22309,drugbank
BE0000919,C-X-C chemokine receptor type 4,enzyme,Humans,unknown,substrate,,P16662,drugbank
BE0009559,Envelope protein F13,target,Humans,yes,inhibitor,33275726,P61073,drugbank
BE0003541,UDP-glucuronosyltransferase 1-1,target,Variola virus (isolate Human/India/Ind3/1967),yes,inhibitor,20191435,P33815,drugbank
BE0003677,UDP-glucuronosyltransferase 1-3,enzyme,Humans,unknown,substrate,,P22309,drugbank
BE0003544,UDP-glucuronosyltransferase 1-4,enzyme,Humans,unknown,substrate,,P35503,drugbank
BE0002638,Cytochrome P450 3A4,enzyme,Humans,unknown,substrate,,P22310,drugbank
BE0002887,Cytochrome P450 2C8,enzyme,Humans,no,inducer,,P08684,drugbank
BE0003536,Cytochrome P450 2C19,enzyme,Humans,no,inducer,,P10632,drugbank
BE0003549,Cytochrome P450 2B6,enzyme,Humans,no,inhibitor,,P33261,drugbank
BE0001067,ATP-binding cassette sub-family G member 2,enzyme,Humans,no,inducer,,P20813,drugbank
BE0003471,Interleukin-5 receptor subunit alpha,transporter,Humans,unknown,inhibitor,,Q9UNQ0,drugbank
BE0002097,Low affinity immunoglobulin gamma Fc region receptor III-A,target,Humans,yes,antibody,22136436,Q01344,drugbank
BE0004701,NS3/4A protein,target,Humans,yes,binding,22136436,P08637,drugbank
BE0002638,Cytochrome P450 3A4,target,Hepatitis C Virus,yes,inhibitor,,B0B3C9,drugbank
BE0002433,Cytochrome P450 1A2,enzyme,Humans,no,substrate,,P08684,drugbank
BE0002887,Cytochrome P450 2C8,enzyme,Humans,no,substrate,,P05177,drugbank
BE0001032,P-glycoprotein 1,enzyme,Humans,no,substrate,,P10632,drugbank
BE0001067,ATP-binding cassette sub-family G member 2,transporter,Humans,no,substrate|inhibitor,,P08183,drugbank
BE0001004,Solute carrier organic anion transporter family member 1B1,transporter,Humans,no,substrate|inhibitor,,Q9UNQ0,drugbank
BE0003659,Solute carrier organic anion transporter family member 1B3,transporter,Humans,no,substrate|inhibitor,,Q9Y6L6,drugbank
BE0003392,Amyloid beta A4 protein,transporter,Humans,no,substrate|inhibitor,,Q9NPD5,drugbank
BE0001032,P-glycoprotein 1,target,Humans,yes,antagonist|binder|antibody,21955818,P05067,drugbank
BE0000756,Dopamine D2 receptor,transporter,Humans,unknown,inhibitor,30659422,P08183,drugbank
BE0000581,Dopamine D3 receptor,target,Humans,unknown,,,P14416,drugbank
BE0000389,Dopamine D4 receptor,target,Humans,unknown,,,P35462,drugbank
BE0000291,5-hydroxytryptamine receptor 1A,target,Humans,unknown,,,P21917,drugbank
BE0003745,Serine/threonine-protein kinase PLK1,target,Humans,unknown,,,P08908,drugbank
BE0009146,Tripartite terminase subunit 1,target,Humans,unknown,inhibitor,33177155,P53350,drugbank
BE0009145,Tripartite terminase subunit 2,target,Human Cytomegalovirus,yes,inhibitor,,F5HC79,drugbank
BE0009147,Tripartite terminase subunit 3,target,Human Cytomegalovirus,yes,inhibitor,,F5HGI9,drugbank
BE0003541,UDP-glucuronosyltransferase 1-1,target,Human Cytomegalovirus,yes,inhibitor,,F5HCU8,drugbank
BE0003677,UDP-glucuronosyltransferase 1-3,enzyme,Humans,no,substrate,,P22309,drugbank
BE0002363,Cytochrome P450 2D6,enzyme,Humans,no,substrate,,P35503,drugbank
BE0002887,Cytochrome P450 2C8,enzyme,Humans,no,substrate,,P10635,drugbank
BE0003536,Cytochrome P450 2C19,enzyme,Humans,no,inhibitor,,P10632,drugbank
BE0002793,Cytochrome P450 2C9,enzyme,Humans,no,inducer,,P33261,drugbank
BE0003549,Cytochrome P450 2B6,enzyme,Humans,no,inducer,29578577,P11712,drugbank
BE0002638,Cytochrome P450 3A4,enzyme,Humans,no,inducer,,P20813,drugbank
BE0002362,Cytochrome P450 3A5,enzyme,Humans,unknown,inhibitor,,P08684,drugbank
BE0003612,Cytochrome P450 3A7,enzyme,Humans,unknown,inhibitor,,P20815,drugbank
BE0003550,Cytochrome P450 3A43,enzyme,Humans,no,inhibitor,,P24462,drugbank
BE0001004,Solute carrier organic anion transporter family member 1B1,enzyme,Humans,unknown,inhibitor,,Q9HB55,drugbank
BE0003659,Solute carrier organic anion transporter family member 1B3,transporter,Humans,no,substrate,,Q9Y6L6,drugbank
BE0001032,P-glycoprotein 1,transporter,Humans,no,substrate,,Q9NPD5,drugbank
BE0001067,ATP-binding cassette sub-family G member 2,transporter,Humans,no,substrate|inhibitor,,P08183,drugbank
BE0000703,Bile salt export pump,transporter,Humans,no,inhibitor,,Q9UNQ0,drugbank
BE0003645,Solute carrier family 22 member 8,transporter,Humans,unknown,inhibitor,,O95342,drugbank
BE0001069,Canalicular multispecific organic anion transporter 1,transporter,Humans,unknown,inhibitor,,Q8TCC7,drugbank
BE0003463,Tumor necrosis factor receptor superfamily member 9,transporter,Humans,no,inhibitor,,Q92887,drugbank
BE0002638,Cytochrome P450 3A4,target,Humans,unknown,,,Q07011,drugbank
BE0002638,Cytochrome P450 3A4,enzyme,Humans,no,inhibitor,11020135,P08684,drugbank
BE0000020,Dopamine D1 receptor,enzyme,Humans,no,substrate,22039822,P08684,drugbank
BE0000756,Dopamine D2 receptor,target,Humans,unknown,antagonist,17361394,P21728,drugbank
BE0002638,Cytochrome P450 3A4,target,Humans,unknown,antagonist,17361394,P14416,drugbank
BE0000080,Tryptophan 5-hydroxylase 2,enzyme,Humans,no,substrate,22039822,P08684,drugbank
BE0000121,Tryptophan 5-hydroxylase 1,target,Humans,yes,antagonist,25012985,Q8IWU9,drugbank
BE0002638,Cytochrome P450 3A4,target,Humans,yes,antagonist,25012985,P17752,drugbank
BE0003549,Cytochrome P450 2B6,enzyme,Humans,no,inhibitor|inducer,,P08684,drugbank
BE0002705,Liver carboxylesterase 1,enzyme,Humans,no,inducer,,P20813,drugbank
BE0004712,Cocaine esterase,enzyme,Humans,no,substrate,,P23141,drugbank
BE0003681,UDP-glucuronosyltransferase 2B4,enzyme,Humans,unknown,substrate,,O00748,drugbank
BE0003679,UDP-glucuronosyltransferase 2B7,enzyme,Humans,no,inducer,31028057,P06133,drugbank
BE0002793,Cytochrome P450 2C9,enzyme,Humans,no,inducer,31028057,P16662,drugbank
BE0003536,Cytochrome P450 2C19,enzyme,Humans,no,inhibitor,,P11712,drugbank
BE0002363,Cytochrome P450 2D6,enzyme,Humans,no,inhibitor,,P33261,drugbank
BE0002887,Cytochrome P450 2C8,enzyme,Humans,no,inhibitor,,P10635,drugbank
BE0001067,ATP-binding cassette sub-family G member 2,enzyme,Humans,no,inhibitor,,P10632,drugbank
BE0001032,P-glycoprotein 1,carrier,Humans,no,binder,,Q9UNQ0,drugbank
BE0000217,Gamma-aminobutyric acid type B receptor subunit 1,transporter,Humans,no,substrate|inhibitor,,P08183,drugbank
BE0001430,Beta-lactamase,target,Humans,unknown,agonist,9770340,Q9UBS5,drugbank
BE0008649,Carbapenem-hydrolyzing beta-lactamase KPC,target,Enterobacter cloacae,yes,inhibitor,28848018,P05364,drugbank
BE0009747,Beta-lactamase (KPC-2),target,Klebsiella pneumoniae,yes,inhibitor,28848018,Q9F663,drugbank
BE0002831,Beta-lactamase CTX-M,target,Klebsiella pneumoniae,yes,inhibitor,28848018,Q93LQ9,drugbank
BE0004185,Beta-lactamase SHV-1,target,Escherichia coli,yes,inhibitor,28848018,A0A068JFB7,drugbank
BE0003894,Beta-lactamase TEM,target,Klebsiella pneumoniae,yes,inhibitor,28848018,P0AD64,drugbank
BE0009745,Beta-lactamase (MIR-1),target,Escherichia coli,yes,inhibitor,28848018,P62593,drugbank
BE0009360,Beta-lactamase,target,Klebsiella pneumoniae,yes,inhibitor,28848018,Q9X757,drugbank
BE0000533,5-hydroxytryptamine receptor 2C,target,Klebsiella pneumoniae,yes,inhibitor,28848018,Q53IN1,drugbank
BE0000767,Epidermal growth factor receptor,target,Humans,unknown,agonist,7984284,P28335,drugbank
BE0003721,Aryl hydrocarbon receptor,target,Humans,unknown,inhibitor|binder,27188206,P00533,drugbank
BE0000892,DNA (cytosine-5)-methyltransferase 1,target,Humans,unknown,,11064004,P35869,drugbank
BE0004001,"Dihydrofolate reductase, mitochondrial",target,Humans,unknown,inhibitor,14633667,P26358,drugbank
BE0003472,Activin receptor type-2A,target,Humans,unknown,,20054477,Q86XF0,drugbank
BE0001051,Interleukin-1 beta,target,Humans,unknown,,,P27037,drugbank
BE0001316,Tyrosine-protein kinase SYK,target,Humans,unknown,,,P01584,drugbank
BE0003383,Growth hormone secretagogue receptor type 1,target,Humans,unknown,inhibitor,33689480,P43405,drugbank
BE0001065,Glycogen synthase kinase-3 beta,target,Humans,unknown,,17436082,Q92847,drugbank
BE0000359,ALK tyrosine kinase receptor,target,Humans,yes,antagonist,21760986,P49841,drugbank
BE0004866,Cytochrome P450 3A Subfamily,target,Humans,yes,inhibitor,,Q9UM73,drugbank
BE0003549,Cytochrome P450 2B6,enzyme,Humans,unknown,substrate,,P20815,drugbank
BE0002887,Cytochrome P450 2C8,enzyme,Humans,unknown,inducer,,P20813,drugbank
BE0003536,Cytochrome P450 2C19,enzyme,Humans,unknown,substrate,,P10632,drugbank
BE0003677,UDP-glucuronosyltransferase 1-3,enzyme,Humans,unknown,substrate,,P33261,drugbank
BE0002638,Cytochrome P450 3A4,enzyme,Humans,unknown,substrate,,P35503,drugbank
BE0002638,Cytochrome P450 3A4,enzyme,Humans,unknown,substrate|inhibitor|inducer,,P08684,drugbank
BE0000704,Tumor necrosis factor,enzyme,Humans,no,substrate,22039822,P08684,drugbank
BE0001051,Interleukin-1 beta,target,Humans,unknown,,,P01375,drugbank
BE0000918,Interleukin-6,target,Humans,unknown,,,P01584,drugbank
BE0000147,Receptor-type tyrosine-protein kinase FLT3,target,Humans,unknown,,,P05231,drugbank
BE0009412,Tyrosine-protein kinase receptor UFO,target,Humans,yes,inhibitor,27775694,P36888,drugbank
BE0000359,ALK tyrosine kinase receptor,target,Humans,yes,inhibitor,27775694,P30530,drugbank
BE0004862,Serotonin Receptors,target,Humans,yes,inhibitor,27775694,Q9UM73,drugbank
BE0000530,Serum albumin,enzyme,Humans,no,substrate,32304015,P08684,drugbank
BE0001032,P-glycoprotein 1,carrier,Humans,no,binder,,P02768,drugbank
BE0003657,Multidrug and toxin extrusion protein 1,transporter,Humans,no,substrate,,P08183,drugbank
BE0001067,ATP-binding cassette sub-family G member 2,transporter,Humans,no,inhibitor,,Q96FL8,drugbank
BE0003648,Solute carrier family 22 member 1,transporter,Humans,no,inhibitor,,Q9UNQ0,drugbank
BE0002131,Fibroblast growth factor receptor 1,transporter,Humans,no,inhibitor,,O15245,drugbank
BE0000748,Fibroblast growth factor receptor 2,target,Humans,yes,inhibitor,28965185,P11362,drugbank
BE0002133,Fibroblast growth factor receptor 3,target,Humans,yes,inhibitor,28965185,P21802,drugbank
BE0001203,Fibroblast growth factor receptor 4,target,Humans,yes,inhibitor,28965185,P22607,drugbank
BE0001104,RET proto-oncogene,target,Humans,yes,inhibitor,28965185,P22455,drugbank
BE0000853,Macrophage colony-stimulating factor 1 receptor,target,Humans,unknown,substrate,,O43519,drugbank
BE0000852,Platelet-derived growth factor receptor alpha,target,Humans,unknown,substrate,,P07333,drugbank
BE0000205,Platelet-derived growth factor receptor beta,target,Humans,unknown,substrate,,P16234,drugbank
BE0000453,Mast/stem cell growth factor receptor Kit,target,Humans,unknown,substrate,,P09619,drugbank
BE0000369,Vascular endothelial growth factor receptor 2,target,Humans,unknown,substrate,,P10721,drugbank
BE0002793,Cytochrome P450 2C9,target,Humans,unknown,substrate,,P35968,drugbank
BE0002638,Cytochrome P450 3A4,enzyme,Humans,unknown,substrate,,P11712,drugbank
BE0001032,P-glycoprotein 1,enzyme,Humans,unknown,substrate,,P08684,drugbank
BE0003647,Solute carrier family 22 member 2,transporter,Humans,unknown,substrate|inhibitor,,P08183,drugbank
BE0010068,DNA polymerase,transporter,Humans,unknown,inhibitor,,O15244,drugbank
BE0010070,Variola virus DNA,target,Variola virus,yes,inhibitor,25304390,P0DOO6,drugbank
BE0000973,Sphingomyelin phosphodiesterase,enzyme,Humans,no,substrate|inhibitor,,P78329,drugbank
BE0002433,Cytochrome P450 1A2,enzyme,Humans,no,substrate,,P17405,drugbank
BE0003549,Cytochrome P450 2B6,enzyme,Humans,no,inhibitor,,P05177,drugbank
BE0002887,Cytochrome P450 2C8,enzyme,Humans,no,inhibitor,,P20813,drugbank
BE0002793,Cytochrome P450 2C9,enzyme,Humans,no,inhibitor,,P10632,drugbank
BE0003536,Cytochrome P450 2C19,enzyme,Humans,no,inhibitor,,P11712,drugbank
BE0002363,Cytochrome P450 2D6,enzyme,Humans,no,inhibitor,,P33261,drugbank
BE0001004,Solute carrier organic anion transporter family member 1B1,enzyme,Humans,no,inhibitor,,P10635,drugbank
BE0003659,Solute carrier organic anion transporter family member 1B3,transporter,Humans,no,substrate|inhibitor,,Q9Y6L6,drugbank
BE0001067,ATP-binding cassette sub-family G member 2,transporter,Humans,no,substrate,,Q9NPD5,drugbank
BE0001069,Canalicular multispecific organic anion transporter 1,transporter,Humans,no,inhibitor,,Q9UNQ0,drugbank
BE0001066,Solute carrier family 22 member 6,transporter,Humans,no,inhibitor,,Q92887,drugbank
BE0003645,Solute carrier family 22 member 8,transporter,Humans,no,inhibitor,,Q4U2R8,drugbank
BE0000703,Bile salt export pump,transporter,Humans,no,inhibitor,,Q8TCC7,drugbank
BE0003273,LicC protein,transporter,Humans,no,inhibitor,,O95342,drugbank
BE0001094,Beta-nerve growth factor,target,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),unknown,,,A0A0H2UQB5,drugbank
BE0002420,Interleukin-4 receptor subunit alpha,target,Humans,yes,inhibitor,33459118,P01138,drugbank
BE0002438,Interleukin-13,target,Humans,yes,inhibitor|antibody,23688323,P24394,drugbank
