id,pathway_name,pathway_category,datasource
SMP0000140,3-Methylglutaconic Aciduria Type III,disease,drugbank
SMP0000141,3-Methylglutaconic Aciduria Type IV,disease,drugbank
SMP0000199,Maple Syrup Urine Disease,disease,drugbank
SMP0000236,Propionic Acidemia,disease,drugbank
SMP0000237,3-Methylcrotonyl-CoA Carboxylase Deficiency Type I,disease,drugbank
SMP0000238,Isovaleric Aciduria,disease,drugbank
SMP0000384,Methylmalonate Semialdehyde Dehydrogenase Deficiency,disease,drugbank
SMP0000521,3-Hydroxyisobutyric Acid Dehydrogenase Deficiency,disease,drugbank
SMP0000522,3-Hydroxyisobutyric Aciduria,disease,drugbank
SMP0000167,Adenylosuccinate Lyase Deficiency,disease,drugbank
SMP0000220,Xanthine Dehydrogenase Deficiency (Xanthinuria),disease,drugbank
SMP0000512,Xanthinuria Type I,disease,drugbank
SMP0000536,Mitochondrial DNA Depletion Syndrome,disease,drugbank
SMP0000537,Myoadenylate Deaminase Deficiency,disease,drugbank
SMP0000050,Purine Metabolism,metabolic,drugbank
SMP0000210,Purine Nucleoside Phosphorylase Deficiency,disease,drugbank
SMP0000364,Lesch-Nyhan Syndrome (LNS),disease,drugbank
SMP0000365,Gout or Kelley-Seegmiller Syndrome,disease,drugbank
SMP0000428,Mercaptopurine Action Pathway,drug_action,drugbank
SMP0000535,Adenine Phosphoribosyltransferase Deficiency (APRT),disease,drugbank
SMP0000144,Adenosine Deaminase Deficiency,disease,drugbank
SMP0000168,AICA-Ribosiduria,disease,drugbank
SMP0000203,Molybdenum Cofactor Deficiency,disease,drugbank
SMP0000427,Azathioprine Action Pathway,drug_action,drugbank
SMP0000430,Thioguanine Action Pathway,drug_action,drugbank
SMP0000513,Xanthinuria Type II,disease,drugbank
SMP0000044,Histidine Metabolism,metabolic,drugbank
SMP0000191,Histidinemia,disease,drugbank
SMP0000002,Carbamoyl Phosphate Synthetase Deficiency,disease,drugbank
SMP0000003,Argininosuccinic Aciduria,disease,drugbank
SMP0000004,Glycine and Serine Metabolism,metabolic,drugbank
SMP0000009,Ammonia Recycling,metabolic,drugbank
SMP0000011,Inositol Metabolism,metabolic,drugbank
SMP0000016,Propanoate Metabolism,metabolic,drugbank
SMP0000020,Arginine and Proline Metabolism,metabolic,drugbank
SMP0000029,Selenoamino Acid Metabolism,metabolic,drugbank
SMP0000043,Galactose Metabolism,metabolic,drugbank
SMP0000044,Histidine Metabolism,metabolic,drugbank
SMP0000046,Pyrimidine Metabolism,metabolic,drugbank
SMP0000050,Purine Metabolism,metabolic,drugbank
SMP0000051,Fatty Acid Metabolism,metabolic,drugbank
SMP0000058,Starch and Sucrose Metabolism,metabolic,drugbank
SMP0000060,Pyruvate Metabolism,metabolic,drugbank
SMP0000072,Glutamate Metabolism,metabolic,drugbank
SMP0000073,Butyrate Metabolism,metabolic,drugbank
SMP0000082,Simvastatin Action Pathway,drug_action,drugbank
SMP0000089,Pravastatin Action Pathway,drug_action,drugbank
SMP0000092,Rosuvastatin Action Pathway,drug_action,drugbank
SMP0000107,Zoledronate Action Pathway,drug_action,drugbank
SMP0000117,Pamidronate Action Pathway,drug_action,drugbank
SMP0000119,Fluvastatin Action Pathway,drug_action,drugbank
SMP0000123,Betaine Metabolism,metabolic,drugbank
SMP0000174,Biotinidase Deficiency,disease,drugbank
SMP0000177,Cystathionine beta-Synthase Deficiency,disease,drugbank
SMP0000188,Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency),disease,drugbank
SMP0000191,Histidinemia,disease,drugbank
SMP0000196,Leigh Syndrome,disease,drugbank
SMP0000202,MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),disease,drugbank
SMP0000138,3-Hydroxy-3-methylglutaryl-CoA Lyase Deficiency,disease,drugbank
SMP0000198,Malonic Aciduria,disease,drugbank
SMP0000200,Methylmalonic Aciduria,disease,drugbank
SMP0000523,Isobutyryl-CoA Dehydrogenase Deficiency,disease,drugbank
SMP0000016,Propanoate Metabolism,metabolic,drugbank
SMP0000137,2-Methyl-3-hydroxybutryl-CoA Dehydrogenase Deficiency,disease,drugbank
SMP0000139,3-Methylglutaconic Aciduria Type I,disease,drugbank
SMP0000173,beta-Ketothiolase Deficiency,disease,drugbank
SMP0000524,Isovaleric Acidemia,disease,drugbank
SMP0000032,"Valine, Leucine, and Isoleucine Degradation",metabolic,drugbank
SMP0000140,3-Methylglutaconic Aciduria Type III,disease,drugbank
SMP0000141,3-Methylglutaconic Aciduria Type IV,disease,drugbank
SMP0000199,Maple Syrup Urine Disease,disease,drugbank
SMP0000201,Methylmalonic Aciduria Due to Cobalamin-Related Disorders,disease,drugbank
SMP0000236,Propionic Acidemia,disease,drugbank
SMP0000237,3-Methylcrotonyl-CoA Carboxylase Deficiency Type I,disease,drugbank
SMP0000238,Isovaleric Aciduria,disease,drugbank
SMP0000384,Methylmalonate Semialdehyde Dehydrogenase Deficiency,disease,drugbank
SMP0000464,Vitamin K Metabolism,metabolic,drugbank
SMP0000502,Malonyl-CoA Decarboxylase Deficiency,disease,drugbank
SMP0000521,3-Hydroxyisobutyric Acid Dehydrogenase Deficiency,disease,drugbank
SMP0000522,3-Hydroxyisobutyric Aciduria,disease,drugbank
SMP0000177,Cystathionine beta-Synthase Deficiency,disease,drugbank
SMP0000033,Methionine Metabolism,metabolic,drugbank
SMP0000221,Methionine Adenosyltransferase Deficiency,disease,drugbank
SMP0000214,S-Adenosylhomocysteine (SAH) Hydrolase Deficiency,disease,drugbank
SMP0000222,Glycine N-Methyltransferase Deficiency,disease,drugbank
SMP0000340,Methylenetetrahydrofolate Reductase Deficiency (MTHFRD),disease,drugbank
SMP0000341,Hypermethioninemia,disease,drugbank
SMP0000570,"Homocystinuria-Megaloblastic Anemia Due to Defect in Cobalamin Metabolism, cblG Complementation Type",disease,drugbank
SMP0000719,2-Aminoadipic 2-Oxoadipic Aciduria,disease,drugbank
SMP0000186,Glutaric Aciduria Type I,disease,drugbank
SMP0000239,Saccharopinuria/Hyperlysinemia II,disease,drugbank
SMP0000527,"Hyperlysinemia I, Familial",disease,drugbank
SMP0000037,Lysine Degradation,metabolic,drugbank
SMP0000528,Hyperlysinemia II or Saccharopinuria,disease,drugbank
SMP0000571,Pyridoxine Dependency with Seizures,disease,drugbank
SMP0000065,Ubiquinone Biosynthesis,metabolic,drugbank
SMP0000046,Pyrimidine Metabolism,metabolic,drugbank
SMP0000202,MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),disease,drugbank
SMP0000067,Aspartate Metabolism,metabolic,drugbank
SMP0000172,beta-Ureidopropionase Deficiency,disease,drugbank
SMP0000175,Canavan Disease,disease,drugbank
SMP0000178,Dihydropyrimidinase Deficiency,disease,drugbank
SMP0000192,Hypoacetylaspartia,disease,drugbank
SMP0000219,UMP Synthase Deficiency (Orotic Aciduria),disease,drugbank
SMP0002295,The Oncogenic Action of Fumarate,disease,drugbank
SMP0002358,The Oncogenic Action of L-2-Hydroxyglutarate in Hydroxygluaricaciduria,disease,drugbank
SMP0000057,Citric Acid Cycle,metabolic,drugbank
SMP0000550,Pyruvate Dehydrogenase Deficiency (E3),disease,drugbank
SMP0000551,Pyruvate Dehydrogenase Deficiency (E2),disease,drugbank
SMP0002292,The Oncogenic Action of Succinate,disease,drugbank
SMP0002298,Glutaminolysis and Cancer,disease,drugbank
SMP0002359,The Oncogenic Action of D-2-Hydroxyglutarate in Hydroxygluaricaciduria,disease,drugbank
SMP0000466,Transfer of Acetyl Groups into Mitochondria,metabolic,drugbank
SMP0000546,Congenital Lactic Acidosis,disease,drugbank
SMP0000547,Fumarase Deficiency,disease,drugbank
SMP0000548,Mitochondrial Complex II Deficiency,disease,drugbank
SMP0000549,2-Ketoglutarate Dehydrogenase Complex Deficiency,disease,drugbank
SMP0000654,Warburg Effect,metabolic,drugbank
SMP0002291,The Oncogenic Action of 2-Hydroxyglutarate,disease,drugbank
SMP0000063,Tryptophan Metabolism,metabolic,drugbank
SMP0000167,Adenylosuccinate Lyase Deficiency,disease,drugbank
SMP0000206,Phenylketonuria,disease,drugbank
SMP0000220,Xanthine Dehydrogenase Deficiency (Xanthinuria),disease,drugbank
SMP0000362,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency),disease,drugbank
SMP0000504,"Creatine Deficiency, Guanidinoacetate Methyltransferase Deficiency",disease,drugbank
SMP0000505,Hyperornithinemia with Gyrate Atrophy (HOGA),disease,drugbank
SMP0000512,Xanthinuria Type I,disease,drugbank
SMP0000536,Mitochondrial DNA Depletion Syndrome,disease,drugbank
SMP0000537,Myoadenylate Deaminase Deficiency,disease,drugbank
SMP0002295,The Oncogenic Action of Fumarate,disease,drugbank
SMP0002358,The Oncogenic Action of L-2-Hydroxyglutarate in Hydroxygluaricaciduria,disease,drugbank
SMP0000002,Carbamoyl Phosphate Synthetase Deficiency,disease,drugbank
SMP0000003,Argininosuccinic Aciduria,disease,drugbank
SMP0000006,Tyrosine Metabolism,metabolic,drugbank
SMP0000020,Arginine and Proline Metabolism,metabolic,drugbank
SMP0000050,Purine Metabolism,metabolic,drugbank
SMP0000057,Citric Acid Cycle,metabolic,drugbank
SMP0000188,Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency),disease,drugbank
SMP0000210,Purine Nucleoside Phosphorylase Deficiency,disease,drugbank
SMP0000218,Tyrosinemia Type I,disease,drugbank
SMP0000355,Mitochondrial Electron Transport Chain,metabolic,drugbank
SMP0000360,Hyperprolinemia Type II,disease,drugbank
SMP0000361,Hyperprolinemia Type I,disease,drugbank
SMP0000364,Lesch-Nyhan Syndrome (LNS),disease,drugbank
SMP0000365,Gout or Kelley-Seegmiller Syndrome,disease,drugbank
SMP0000370,Tyrosinemia Type 3 (TYRO3),disease,drugbank
SMP0000428,Mercaptopurine Action Pathway,drug_action,drugbank
SMP0000429,Disulfiram Action Pathway,drug_action,drugbank
SMP0000507,L-Arginine:Glycine Amidinotransferase Deficiency,disease,drugbank
SMP0000535,Adenine Phosphoribosyltransferase Deficiency (APRT),disease,drugbank
SMP0000040,Glycolysis,metabolic,drugbank
SMP0000064,Fructose and Mannose Degradation,metabolic,drugbank
SMP0000124,Glycerol Phosphate Shuttle,metabolic,drugbank
SMP0000187,Glycerol Kinase Deficiency,disease,drugbank
SMP0000518,Glucose-6-phosphate Dehydrogenase Deficiency,disease,drugbank
SMP0000531,"Glycogenosis, Type VII. Tarui Disease",disease,drugbank
SMP0000560,Phosphoenolpyruvate Carboxykinase Deficiency 1 (PEPCK1),disease,drugbank
SMP0000573,"Glycogenosis, Type IB",disease,drugbank
SMP0015901,De Novo Triacylglycerol Biosynthesis TG(16:0/16:0/16:0),metabolic,drugbank
SMP0015910,De Novo Triacylglycerol Biosynthesis TG(16:0/18:0/18:0),metabolic,drugbank
SMP0015911,De Novo Triacylglycerol Biosynthesis TG(16:0/18:0/20:0),metabolic,drugbank
SMP0015912,De Novo Triacylglycerol Biosynthesis TG(16:0/18:0/18:1(9Z)),metabolic,drugbank
SMP0015915,"De Novo Triacylglycerol Biosynthesis TG(16:0/18:0/20:4(5Z,8Z,11Z,14Z))",metabolic,drugbank
SMP0015916,De Novo Triacylglycerol Biosynthesis TG(16:0/20:0/20:0),metabolic,drugbank
SMP0015918,"De Novo Triacylglycerol Biosynthesis TG(16:0/20:0/20:4(5Z,8Z,11Z,14Z))",metabolic,drugbank
SMP0015922,De Novo Triacylglycerol Biosynthesis TG(16:0/16:1(9Z)/18:1(9Z)),metabolic,drugbank
SMP0015924,"De Novo Triacylglycerol Biosynthesis TG(16:0/16:1(9Z)/18:2(9Z,12Z))",metabolic,drugbank
SMP0015926,De Novo Triacylglycerol Biosynthesis TG(16:0/18:1(9Z)/20:0),metabolic,drugbank
SMP0015935,"De Novo Triacylglycerol Biosynthesis TG(16:0/18:2(9Z,12Z)/18:2(9Z,12Z))",metabolic,drugbank
SMP0015938,De Novo Triacylglycerol Biosynthesis TG(18:0/18:0/18:0),metabolic,drugbank
SMP0015939,De Novo Triacylglycerol Biosynthesis TG(18:0/18:0/20:0),metabolic,drugbank
SMP0015949,De Novo Triacylglycerol Biosynthesis TG(18:0/18:1(9Z)/20:1(11Z)),metabolic,drugbank
SMP0015950,"De Novo Triacylglycerol Biosynthesis TG(18:0/18:1(9Z)/18:2(9Z,12Z))",metabolic,drugbank
SMP0015951,"De Novo Triacylglycerol Biosynthesis TG(18:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))",metabolic,drugbank
SMP0015952,De Novo Triacylglycerol Biosynthesis TG(18:0/20:1(11Z)/20:1(11Z)),metabolic,drugbank
SMP0015957,"De Novo Triacylglycerol Biosynthesis TG(18:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))",metabolic,drugbank
SMP0015960,De Novo Triacylglycerol Biosynthesis TG(20:0/20:0/20:1(11Z)),metabolic,drugbank
SMP0015962,De Novo Triacylglycerol Biosynthesis TG(20:0/20:1(11Z)/20:1(11Z)),metabolic,drugbank
SMP0015963,"De Novo Triacylglycerol Biosynthesis TG(20:0/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))",metabolic,drugbank
SMP0015971,De Novo Triacylglycerol Biosynthesis TG(16:1(9Z)/20:0/20:0),metabolic,drugbank
SMP0000167,Adenylosuccinate Lyase Deficiency,disease,drugbank
SMP0000220,Xanthine Dehydrogenase Deficiency (Xanthinuria),disease,drugbank
SMP0000512,Xanthinuria Type I,disease,drugbank
SMP0000536,Mitochondrial DNA Depletion Syndrome,disease,drugbank
SMP0000537,Myoadenylate Deaminase Deficiency,disease,drugbank
SMP0000050,Purine Metabolism,metabolic,drugbank
SMP0000210,Purine Nucleoside Phosphorylase Deficiency,disease,drugbank
SMP0000364,Lesch-Nyhan Syndrome (LNS),disease,drugbank
SMP0000365,Gout or Kelley-Seegmiller Syndrome,disease,drugbank
SMP0000428,Mercaptopurine Action Pathway,drug_action,drugbank
SMP0000535,Adenine Phosphoribosyltransferase Deficiency (APRT),disease,drugbank
SMP0000144,Adenosine Deaminase Deficiency,disease,drugbank
SMP0000168,AICA-Ribosiduria,disease,drugbank
SMP0000203,Molybdenum Cofactor Deficiency,disease,drugbank
SMP0000427,Azathioprine Action Pathway,drug_action,drugbank
SMP0000430,Thioguanine Action Pathway,drug_action,drugbank
SMP0000513,Xanthinuria Type II,disease,drugbank
SMP0000004,Glycine and Serine Metabolism,metabolic,drugbank
SMP0000223,Non-Ketotic Hyperglycinemia,disease,drugbank
SMP0000244,Sarcosinemia,disease,drugbank
SMP0000313,Lactic Acidemia,disease,drugbank
SMP0000352,Primary Hyperoxaluria Type I,disease,drugbank
SMP0000055,Alanine Metabolism,metabolic,drugbank
SMP0000179,Dihydropyrimidine Dehydrogenase Deficiency (DHPD),disease,drugbank
SMP0000242,Dimethylglycine Dehydrogenase Deficiency,disease,drugbank
SMP0000350,Pyruvate Carboxylase Deficiency,disease,drugbank
SMP0000484,Dimethylglycine Dehydrogenase Deficiency,disease,drugbank
SMP0000485,"Hyperglycinemia, Non-Ketotic",disease,drugbank
SMP0000721,3-Phosphoglycerate Dehydrogenase Deficiency,disease,drugbank
SMP0000316,Zellweger Syndrome,disease,drugbank
SMP0000314,Congenital Bile Acid Synthesis Defect Type II,disease,drugbank
SMP0000720,27-Hydroxylase Deficiency,disease,drugbank
SMP0000035,Bile Acid Biosynthesis,metabolic,drugbank
SMP0000315,Cerebrotendinous Xanthomatosis (CTX),disease,drugbank
SMP0000317,Familial Hypercholanemia (FHCA),disease,drugbank
SMP0000318,Congenital Bile Acid Synthesis Defect Type III,disease,drugbank
SMP0000362,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency),disease,drugbank
SMP0000504,"Creatine Deficiency, Guanidinoacetate Methyltransferase Deficiency",disease,drugbank
SMP0000505,Hyperornithinemia with Gyrate Atrophy (HOGA),disease,drugbank
SMP0000207,Prolidase Deficiency (PD),disease,drugbank
SMP0000208,Prolinemia Type II,disease,drugbank
SMP0000363,Ornithine Aminotransferase Deficiency (OAT Deficiency),disease,drugbank
SMP0000506,Hyperornithinemia-Hyperammonemia-Homocitrullinuria [HHH-syndrome],disease,drugbank
SMP0000020,Arginine and Proline Metabolism,metabolic,drugbank
SMP0000188,Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency),disease,drugbank
SMP0000360,Hyperprolinemia Type II,disease,drugbank
SMP0000361,Hyperprolinemia Type I,disease,drugbank
SMP0000507,L-Arginine:Glycine Amidinotransferase Deficiency,disease,drugbank
SMP0000123,Betaine Metabolism,metabolic,drugbank
SMP0002313,Sarcosine Oncometabolite Pathway,disease,drugbank
SMP0000167,Adenylosuccinate Lyase Deficiency,disease,drugbank
SMP0000220,Xanthine Dehydrogenase Deficiency (Xanthinuria),disease,drugbank
SMP0000512,Xanthinuria Type I,disease,drugbank
SMP0000536,Mitochondrial DNA Depletion Syndrome,disease,drugbank
SMP0000537,Myoadenylate Deaminase Deficiency,disease,drugbank
SMP0000050,Purine Metabolism,metabolic,drugbank
SMP0000210,Purine Nucleoside Phosphorylase Deficiency,disease,drugbank
SMP0000364,Lesch-Nyhan Syndrome (LNS),disease,drugbank
SMP0000365,Gout or Kelley-Seegmiller Syndrome,disease,drugbank
SMP0000428,Mercaptopurine Action Pathway,drug_action,drugbank
SMP0000535,Adenine Phosphoribosyltransferase Deficiency (APRT),disease,drugbank
SMP0000144,Adenosine Deaminase Deficiency,disease,drugbank
SMP0000168,AICA-Ribosiduria,disease,drugbank
SMP0000203,Molybdenum Cofactor Deficiency,disease,drugbank
SMP0000427,Azathioprine Action Pathway,drug_action,drugbank
SMP0000430,Thioguanine Action Pathway,drug_action,drugbank
SMP0000513,Xanthinuria Type II,disease,drugbank
SMP0000024,Porphyrin Metabolism,metabolic,drugbank
SMP0000344,Acute Intermittent Porphyria,disease,drugbank
SMP0000346,Porphyria Variegata (PV),disease,drugbank
SMP0000342,Hereditary Coproporphyria (HCP),disease,drugbank
SMP0000345,Congenital Erythropoietic Porphyria (CEP) or Gunther Disease,disease,drugbank
SMP0000579,Congenital Disorder of Glycosylation CDG-IId,disease,drugbank
SMP0000182,Galactosemia,disease,drugbank
SMP0000580,GLUT-1 Deficiency Syndrome,disease,drugbank
SMP0000043,Galactose Metabolism,metabolic,drugbank
SMP0000444,Lactose Synthesis,metabolic,drugbank
SMP0000457,Lactose Degradation,metabolic,drugbank
SMP0000458,Lactose Intolerance,disease,drugbank
SMP0000046,Pyrimidine Metabolism,metabolic,drugbank
SMP0000202,MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),disease,drugbank
SMP0000172,beta-Ureidopropionase Deficiency,disease,drugbank
SMP0000178,Dihydropyrimidinase Deficiency,disease,drugbank
SMP0000219,UMP Synthase Deficiency (Orotic Aciduria),disease,drugbank
SMP0000456,Fatty Acid Biosynthesis,metabolic,drugbank
SMP0000004,Glycine and Serine Metabolism,metabolic,drugbank
SMP0000223,Non-Ketotic Hyperglycinemia,disease,drugbank
SMP0000244,Sarcosinemia,disease,drugbank
SMP0000179,Dihydropyrimidine Dehydrogenase Deficiency (DHPD),disease,drugbank
SMP0000242,Dimethylglycine Dehydrogenase Deficiency,disease,drugbank
SMP0000484,Dimethylglycine Dehydrogenase Deficiency,disease,drugbank
SMP0000485,"Hyperglycinemia, Non-Ketotic",disease,drugbank
SMP0000721,3-Phosphoglycerate Dehydrogenase Deficiency,disease,drugbank
SMP0000198,Malonic Aciduria,disease,drugbank
SMP0000201,Methylmalonic Aciduria Due to Cobalamin-Related Disorders,disease,drugbank
SMP0000502,Malonyl-CoA Decarboxylase Deficiency,disease,drugbank
SMP0000559,Pyruvate Kinase Deficiency,disease,drugbank
SMP0000016,Propanoate Metabolism,metabolic,drugbank
SMP0000060,Pyruvate Metabolism,metabolic,drugbank
SMP0000196,Leigh Syndrome,disease,drugbank
SMP0000212,Pyruvate Dehydrogenase Complex Deficiency,disease,drugbank
SMP0000334,Pyruvate Decarboxylase E1 Component Deficiency (PDHE1 Deficiency),disease,drugbank
SMP0000456,Fatty Acid Biosynthesis,metabolic,drugbank
SMP0000558,"Primary Hyperoxaluria II, PH2",disease,drugbank
SMP0000099,Lovastatin Action Pathway,drug_action,drugbank
SMP0000111,Cerivastatin Action Pathway,drug_action,drugbank
SMP0000209,Hypercholesterolemia,disease,drugbank
SMP0000316,Zellweger Syndrome,disease,drugbank
SMP0000372,Adrenal Hyperplasia Type 5 or Congenital Adrenal Hyperplasia Due to 17 alpha-Hydroxylase Deficiency,disease,drugbank
SMP0000388,"Chondrodysplasia Punctata II, X-Linked Dominant (CDPX2)",disease,drugbank
SMP0000389,Smith-Lemli-Opitz Syndrome (SLOS),disease,drugbank
SMP0000510,Mevalonic Aciduria,disease,drugbank
SMP0000577,Corticosterone Methyl Oxidase I Deficiency (CMO I),disease,drugbank
SMP0000718,3-beta-Hydroxysteroid Dehydrogenase Deficiency,disease,drugbank
SMP0000082,Simvastatin Action Pathway,drug_action,drugbank
SMP0000089,Pravastatin Action Pathway,drug_action,drugbank
SMP0000092,Rosuvastatin Action Pathway,drug_action,drugbank
SMP0000107,Zoledronate Action Pathway,drug_action,drugbank
SMP0000117,Pamidronate Action Pathway,drug_action,drugbank
SMP0000119,Fluvastatin Action Pathway,drug_action,drugbank
SMP0000314,Congenital Bile Acid Synthesis Defect Type II,disease,drugbank
SMP0000319,Lysosomal Acid Lipase Deficiency (Wolman Disease),disease,drugbank
SMP0000371,Congenital Lipoid Adrenal Hyperplasia (CLAH) or Lipoid CAH,disease,drugbank
SMP0000508,Cholesteryl Ester Storage Disease,disease,drugbank
SMP0000575,11-beta-Hydroxylase Deficiency (CYP11B1),disease,drugbank
SMP0000717,Apparent Mineralocorticoid Excess Syndrome,disease,drugbank
SMP0000720,27-Hydroxylase Deficiency,disease,drugbank
SMP0000023,Steroid Biosynthesis,metabolic,drugbank
